nurse_id,name,js_to_centroid
36258,Lauren Wright,0.1233193805
46740,Jason Drake,0.1608732766
52677,Krista Jones,0.1670834914
28978,Nathaniel Morse,0.1697743886
46630,Sara Lynn,0.1992688425
89525,Cindy Hernandez,0.2175533241
30150,Michael White,0.2243184915
53951,Melissa Welch,0.2244621345
62617,Raymond Clark,0.2276460964
52773,Ian Garcia,0.4156311207
