nurse_id,name,js_to_centroid
36258,Lauren Wright,0.2948373682
52677,Krista Jones,0.3222342012
46740,Jason Drake,0.3392705787
28978,Nathaniel Morse,0.3657457047
62617,Raymond Clark,0.4172393749
30150,Michael White,0.4218540389
89525,Cindy Hernandez,0.4292862611
46630,Sara Lynn,0.4458454792
53951,Melissa Welch,0.4582228268
52773,Ian Garcia,0.5971044183
