nurse_id,name,js_to_centroid
36258,Lauren Wright,0.3918369000
52677,Krista Jones,0.4189744663
46740,Jason Drake,0.4338554058
28978,Nathaniel Morse,0.4638335615
62617,Raymond Clark,0.4987391627
30150,Michael White,0.5038590116
89525,Cindy Hernandez,0.5170451740
46630,Sara Lynn,0.5279254617
53951,Melissa Welch,0.5339600879
52773,Ian Garcia,0.6436855819
