nurse_id,name,js_to_centroid
34921,Christina Jacobs,0.2966857009
62116,David Galloway,0.3328588008
74398,Lauren Salinas,0.3520655971
39245,Jessica Patel,0.4352910872
81119,Mrs. Rachel Price MD,0.4446884457
09040,Kevin Clay,0.4859547109
99412,Jaclyn Robinson,0.5410894615
