nurse_id,name,js_to_centroid
62116,David Galloway,0.5267404685
47931,Bradley Mccann,0.5439003886
74398,Lauren Salinas,0.5609514664
81119,Mrs. Rachel Price MD,0.5790879881
58489,Jeanne Rodriguez,0.5796559909
73765,Anthony Webb,0.5893532717
39245,Jessica Patel,0.6183953482
28978,Nathaniel Morse,0.6333708544
99412,Jaclyn Robinson,0.6367149904
