nurse_id,name,js_to_centroid
58489,Jeanne Rodriguez,0.0819574586
47931,Bradley Mccann,0.1117620116
81119,Mrs. Rachel Price MD,0.1273889980
74398,Lauren Salinas,0.1757027362
73765,Anthony Webb,0.1852933225
39245,Jessica Patel,0.1918187524
62116,David Galloway,0.1985222169
99412,Jaclyn Robinson,0.2291941842
28978,Nathaniel Morse,0.2784079362
