nurse_id,name,js_to_centroid
47931,Bradley Mccann,0.3546081737
73765,Anthony Webb,0.3743176901
74398,Lauren Salinas,0.4001213834
81119,Mrs. Rachel Price MD,0.4086161229
58489,Jeanne Rodriguez,0.4191018985
62116,David Galloway,0.4231598091
28978,Nathaniel Morse,0.4598105027
39245,Jessica Patel,0.4816451643
99412,Jaclyn Robinson,0.4932831765
