nurse_id,name,js_to_centroid
34921,Christina Jacobs,0.2318443239
62116,David Galloway,0.2672475497
74398,Lauren Salinas,0.2925410705
39245,Jessica Patel,0.3534943881
81119,Mrs. Rachel Price MD,0.3549363876
09040,Kevin Clay,0.4002596163
99412,Jaclyn Robinson,0.4890070832
