nurse_id,name,js_to_centroid
34921,Christina Jacobs,0.1344937364
81119,Mrs. Rachel Price MD,0.1387190865
39245,Jessica Patel,0.1404715981
62116,David Galloway,0.1591423623
74398,Lauren Salinas,0.1837172952
09040,Kevin Clay,0.1931465671
99412,Jaclyn Robinson,0.3433920945
